taskname	maxRank	T1	targetclass	meanTrainInfo	meanTestInfo	stdTestInfo	RuleLength	ExtraOptions
Australian	 1	 25	 2	 103.03	 104.56	 8.33	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Australian	 1	 25	 1	 103.21	 104.35	 7.84	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 1	 25	 2	 103.21	 104.35	 7.84	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 1	 25	 1	 103.68	 103.86	 7.83	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 1	 25	 2	 103.68	 103.86	 7.83	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 1	 25	 1	 105.86	 105.90	 5.65	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 1	 25	 2	 109.31	 108.82	 6.34	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 1	 25	 1	 105.68	 106.04	 5.81	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 1	 25	 2	 108.48	 109.57	 6.08	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 1	 25	 1	 105.20	 106.66	 6.35	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 1	 25	 2	 108.82	 109.35	 6.48	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 1	 25	 1	 105.48	 106.31	 5.63	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 1	 25	 2	 108.97	 109.16	 5.95	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 1	 25	 1	 20.73	 18.81	 1.60	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 1	 25	 2	 19.34	 16.71	 2.02	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 1	 25	 1	 20.77	 18.70	 1.59	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 1	 25	 2	 19.54	 16.49	 1.92	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 1	 25	 1	 20.79	 18.55	 1.73	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 1	 25	 2	 19.29	 16.52	 2.10	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 1	 25	 1	 20.70	 18.57	 1.88	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 1	 25	 2	 19.33	 16.53	 1.97	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
German	 1	 25	 1	 33.60	 31.04	 5.69	 1.00	 stabilize=no, prune=no, postStabilize=no	
German	 1	 25	 2	 33.60	 31.04	 5.69	 1.00	 stabilize=no, prune=no, postStabilize=no	
German	 1	 25	 1	 33.01	 31.80	 5.37	 1.00	 stabilize=yes, prune=no, postStabilize=no	
German	 1	 25	 2	 33.01	 31.80	 5.37	 1.00	 stabilize=yes, prune=no, postStabilize=no	
German	 1	 25	 1	 32.65	 32.15	 4.97	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
German	 1	 25	 2	 32.65	 32.15	 4.97	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
German	 1	 25	 1	 33.37	 31.27	 4.63	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
German	 1	 25	 2	 33.37	 31.27	 4.63	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 1	 25	 1	 27.73	 23.41	 4.93	 1.00	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 1	 25	 2	 30.69	 24.61	 4.20	 1.00	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 1	 25	 1	 28.03	 23.37	 4.55	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 1	 25	 2	 30.85	 24.57	 4.45	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 1	 25	 1	 27.37	 22.98	 5.04	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 1	 25	 2	 29.97	 24.62	 4.41	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 1	 25	 1	 27.82	 22.82	 4.32	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 1	 25	 2	 30.69	 24.91	 4.60	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 1	 25	 1	 11.13	 4.37	 1.60	 1.00	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 1	 25	 2	 11.81	 5.54	 2.13	 1.00	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 1	 25	 1	 11.10	 4.40	 1.77	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 1	 25	 2	 11.84	 5.96	 2.30	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 1	 25	 1	 10.90	 4.45	 1.70	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 1	 25	 2	 11.36	 5.70	 2.24	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 1	 25	 1	 10.86	 4.53	 1.80	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 1	 25	 2	 10.91	 6.06	 2.37	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 1	 25	 1	 44.32	 32.70	 7.56	 1.00	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 1	 25	 2	 43.37	 35.57	 6.19	 1.00	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 1	 25	 1	 44.73	 32.61	 6.66	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 1	 25	 2	 43.34	 35.76	 6.00	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 1	 25	 1	 44.29	 32.46	 6.61	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 1	 25	 2	 43.28	 35.37	 5.99	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 1	 25	 1	 44.62	 32.58	 6.60	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 1	 25	 2	 43.21	 36.08	 6.64	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 1	 25	 1	 7.27	 3.51	 1.49	 1.00	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 1	 25	 2	 6.88	 3.83	 1.77	 1.00	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 1	 25	 1	 7.32	 3.55	 1.35	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 1	 25	 2	 7.15	 3.72	 1.52	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 1	 25	 1	 7.25	 3.42	 1.34	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 1	 25	 2	 6.83	 3.95	 1.79	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 1	 25	 1	 7.56	 3.44	 1.37	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 1	 25	 2	 7.03	 3.57	 1.60	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 1	 25	 1	 8.04	 3.04	 1.66	 1.00	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 1	 25	 2	 9.67	 5.21	 2.76	 1.00	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 1	 25	 1	 8.84	 3.24	 1.80	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 1	 25	 2	 10.09	 4.92	 2.42	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 1	 25	 1	 8.48	 3.27	 1.76	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 1	 25	 2	 9.94	 4.71	 2.45	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Liver_Disorders	 1	 25	 1	 8.39	 3.34	 1.72	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 1	 25	 2	 9.72	 5.13	 2.62	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 1	 25	 1	 8.75	 4.63	 2.09	 1.00	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 1	 25	 2	 14.11	 8.94	 2.19	 1.00	 stabilize=no, prune=no, postStabilize=no	
Molecular_Biology	 1	 25	 1	 8.74	 4.75	 2.01	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 1	 25	 2	 13.78	 9.44	 1.87	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Molecular_Biology	 1	 25	 1	 8.43	 4.69	 2.11	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 1	 25	 2	 14.02	 9.04	 1.97	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Molecular_Biology	 1	 25	 1	 8.72	 4.91	 1.92	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Molecular_Biology	 1	 25	 2	 14.15	 9.14	 1.72	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 1	 25	 1	 1493.28	 1490.06	 29.03	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 1	 25	 2	 1007.02	 1003.93	 18.80	 1.00	 stabilize=no, prune=no, postStabilize=no	
Mushrooms	 1	 25	 1	 1488.06	 1495.11	 27.70	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 1	 25	 2	 1003.20	 1007.75	 18.94	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Mushrooms	 1	 25	 1	 1491.30	 1491.80	 25.31	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 1	 25	 2	 1006.36	 1004.58	 18.19	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Mushrooms	 1	 25	 1	 1489.55	 1493.69	 30.70	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Mushrooms	 1	 25	 2	 1004.99	 1005.97	 19.50	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 1	 25	 1	 17.80	 9.30	 4.21	 1.00	 stabilize=no, prune=no, postStabilize=no	
Sonar	 1	 25	 2	 17.60	 8.89	 4.05	 1.00	 stabilize=no, prune=no, postStabilize=no	
Sonar	 1	 25	 1	 18.25	 9.67	 3.74	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 1	 25	 2	 18.02	 9.90	 3.75	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Sonar	 1	 25	 1	 17.92	 9.51	 3.89	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 1	 25	 2	 17.94	 9.44	 3.91	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Sonar	 1	 25	 1	 18.15	 9.59	 3.95	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Sonar	 1	 25	 2	 18.22	 9.67	 4.02	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 1	 25	 1	 131.74	 129.66	 10.55	 1.00	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 1	 25	 2	 202.38	 197.61	 13.17	 1.00	 stabilize=no, prune=no, postStabilize=no	
Thyroid_Disease	 1	 25	 1	 136.19	 130.72	 6.05	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 1	 25	 2	 207.45	 202.90	 9.41	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Thyroid_Disease	 1	 25	 1	 136.44	 129.90	 6.67	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 1	 25	 2	 208.60	 199.88	 12.04	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Thyroid_Disease	 1	 25	 1	 135.78	 130.86	 6.91	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Thyroid_Disease	 1	 25	 2	 207.02	 200.07	 12.62	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 1	 25	 1	 117.67	 100.82	 7.01	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 1	 25	 2	 117.67	 100.82	 7.01	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wdbc	 1	 25	 1	 118.52	 100.87	 6.94	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 1	 25	 2	 118.52	 100.87	 6.94	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wdbc	 1	 25	 1	 118.84	 100.54	 6.67	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 1	 25	 2	 118.86	 100.52	 6.64	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wdbc	 1	 25	 1	 119.13	 101.06	 6.80	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wdbc	 1	 25	 2	 119.13	 101.06	 6.80	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 1	 25	 1	 143.96	 134.24	 9.55	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 25	 2	 144.11	 132.74	 10.54	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 25	 1	 144.23	 132.37	 9.96	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 25	 2	 144.57	 131.14	 11.04	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 25	 1	 144.02	 132.83	 10.65	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 25	 2	 144.21	 131.81	 11.06	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wisconsin_Breast_Cancer	 1	 25	 1	 144.41	 133.47	 10.76	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wisconsin_Breast_Cancer	 1	 25	 2	 144.63	 132.48	 11.66	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 1	 25	 1	 7.56	 1.64	 1.06	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 1	 25	 2	 8.28	 1.10	 1.00	 1.00	 stabilize=no, prune=no, postStabilize=no	
Wpbc	 1	 25	 1	 7.81	 1.55	 1.08	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 1	 25	 2	 9.04	 0.98	 0.98	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Wpbc	 1	 25	 1	 7.54	 1.64	 1.15	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 1	 25	 2	 8.20	 0.96	 1.12	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Wpbc	 1	 25	 1	 7.29	 1.43	 1.14	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Wpbc	 1	 25	 2	 8.07	 1.05	 1.07	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 1	 25	 1	 123.81	 110.42	 10.07	 1.00	 stabilize=no, prune=no, postStabilize=no	
faults	 1	 25	 2	 122.72	 109.78	 10.57	 1.00	 stabilize=no, prune=no, postStabilize=no	
faults	 1	 25	 1	 124.64	 108.52	 11.16	 1.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 1	 25	 2	 141.64	 136.77	 15.51	 1.00	 stabilize=yes, prune=no, postStabilize=no	
faults	 1	 25	 1	 124.98	 110.11	 9.91	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
faults	 1	 25	 2	 147.00	 142.06	 15.18	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
faults	 1	 25	 1	 126.94	 110.05	 9.84	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
faults	 1	 25	 2	 149.57	 140.69	 14.80	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 1	 25	 1	 337.78	 336.01	 20.26	 1.00	 stabilize=no, prune=no, postStabilize=no	
statlog	 1	 25	 2	 337.78	 336.01	 20.26	 1.00	 stabilize=no, prune=no, postStabilize=no	
statlog	 1	 25	 1	 344.61	 340.13	 19.82	 1.00	 stabilize=yes, prune=no, postStabilize=no	
statlog	 1	 25	 2	 344.83	 338.97	 19.78	 1.00	 stabilize=yes, prune=no, postStabilize=no	
statlog	 1	 25	 1	 345.11	 342.55	 17.61	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 1	 25	 2	 344.88	 341.33	 17.52	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
statlog	 1	 25	 1	 341.54	 339.68	 21.07	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
statlog	 1	 25	 2	 341.57	 337.98	 21.12	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 1	 25	 1	 464.56	 450.92	 26.55	 1.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 1	 25	 2	 464.56	 450.92	 26.55	 1.00	 stabilize=no, prune=no, postStabilize=no	
waveform	 1	 25	 1	 467.31	 446.58	 20.53	 1.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 1	 25	 2	 467.17	 447.49	 21.04	 1.00	 stabilize=yes, prune=no, postStabilize=no	
waveform	 1	 25	 1	 465.85	 449.29	 24.44	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 1	 25	 2	 466.01	 449.15	 24.75	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
waveform	 1	 25	 1	 467.83	 447.65	 26.08	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
waveform	 1	 25	 2	 467.89	 449.29	 26.39	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 1	 25	 1	 164.59	 156.30	 11.71	 1.00	 stabilize=no, prune=no, postStabilize=no	
wine	 1	 25	 2	 164.59	 156.30	 11.71	 1.00	 stabilize=no, prune=no, postStabilize=no	
wine	 1	 25	 1	 165.07	 156.53	 13.01	 1.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 1	 25	 2	 165.08	 156.43	 12.96	 1.00	 stabilize=yes, prune=no, postStabilize=no	
wine	 1	 25	 1	 162.86	 158.89	 11.18	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
wine	 1	 25	 2	 162.76	 158.66	 11.40	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
wine	 1	 25	 1	 162.55	 159.08	 11.81	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
wine	 1	 25	 2	 162.53	 158.64	 12.04	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 2	 1	 1	 6.47	 0.81	 0.84	 1.46	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 2	 1	 2	 12.00	 1.61	 1.58	 1.76	 stabilize=no, prune=no, postStabilize=no	
Anastomosis	 2	 1	 1	 6.90	 0.74	 0.82	 1.61	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 2	 1	 2	 12.45	 1.63	 1.41	 1.78	 stabilize=yes, prune=no, postStabilize=no	
Anastomosis	 2	 1	 1	 5.29	 0.79	 0.84	 1.19	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 2	 1	 2	 9.34	 1.58	 1.50	 1.33	 stabilize=yes, prune=yes, postStabilize=no	
Anastomosis	 2	 1	 1	 5.52	 0.70	 0.86	 1.17	 stabilize=yes, prune=yes, postStabilize=yes	
Anastomosis	 2	 1	 2	 10.07	 1.28	 1.24	 1.41	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 2	 1	 1	 103.97	 102.02	 8.46	 1.16	 stabilize=no, prune=no, postStabilize=no	
Australian	 2	 1	 2	 104.24	 101.95	 8.10	 1.28	 stabilize=no, prune=no, postStabilize=no	
Australian	 2	 1	 1	 106.57	 100.96	 7.87	 1.84	 stabilize=yes, prune=no, postStabilize=no	
Australian	 2	 1	 2	 106.70	 101.18	 8.04	 1.92	 stabilize=yes, prune=no, postStabilize=no	
Australian	 2	 1	 1	 105.67	 101.34	 7.54	 1.14	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 2	 1	 2	 106.32	 100.31	 8.47	 1.38	 stabilize=yes, prune=yes, postStabilize=no	
Australian	 2	 1	 1	 103.36	 104.13	 8.14	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
Australian	 2	 1	 2	 104.54	 102.66	 9.06	 1.44	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 2	 1	 1	 106.27	 105.48	 5.72	 1.00	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 2	 1	 2	 109.63	 107.70	 7.25	 1.03	 stabilize=no, prune=no, postStabilize=no	
Congressional_Voting	 2	 1	 1	 105.28	 106.46	 5.47	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 2	 1	 2	 109.03	 108.93	 5.78	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Congressional_Voting	 2	 1	 1	 105.23	 106.63	 6.31	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 2	 1	 2	 108.62	 109.50	 6.87	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Congressional_Voting	 2	 1	 1	 106.33	 105.37	 5.42	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Congressional_Voting	 2	 1	 2	 109.23	 108.43	 6.50	 1.01	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 2	 1	 1	 20.63	 18.76	 1.66	 1.00	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 2	 1	 2	 20.10	 16.01	 3.08	 1.29	 stabilize=no, prune=no, postStabilize=no	
Echo_cardiogram	 2	 1	 1	 20.78	 18.80	 1.48	 1.00	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 2	 1	 2	 19.94	 16.37	 2.71	 1.22	 stabilize=yes, prune=no, postStabilize=no	
Echo_cardiogram	 2	 1	 1	 20.70	 18.69	 1.58	 1.00	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 2	 1	 2	 19.38	 16.36	 2.90	 1.08	 stabilize=yes, prune=yes, postStabilize=no	
Echo_cardiogram	 2	 1	 1	 20.49	 18.87	 1.79	 1.00	 stabilize=yes, prune=yes, postStabilize=yes	
Echo_cardiogram	 2	 1	 2	 19.26	 16.41	 2.50	 1.09	 stabilize=yes, prune=yes, postStabilize=yes	
German	 2	 1	 1	 38.87	 29.95	 5.16	 2.00	 stabilize=no, prune=no, postStabilize=no	
German	 2	 1	 2	 37.75	 29.76	 5.04	 1.98	 stabilize=no, prune=no, postStabilize=no	
German	 2	 1	 1	 38.21	 30.43	 6.03	 2.00	 stabilize=yes, prune=no, postStabilize=no	
German	 2	 1	 2	 37.27	 30.17	 5.22	 1.99	 stabilize=yes, prune=no, postStabilize=no	
German	 2	 1	 1	 37.70	 30.37	 5.62	 1.91	 stabilize=yes, prune=yes, postStabilize=no	
German	 2	 1	 2	 35.76	 30.40	 5.10	 1.81	 stabilize=yes, prune=yes, postStabilize=no	
German	 2	 1	 1	 37.33	 30.50	 5.88	 1.92	 stabilize=yes, prune=yes, postStabilize=yes	
German	 2	 1	 2	 36.44	 29.91	 5.29	 1.83	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 2	 1	 1	 31.37	 24.76	 6.06	 1.91	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 2	 1	 2	 33.29	 22.60	 4.50	 1.88	 stabilize=no, prune=no, postStabilize=no	
Heart_Disease	 2	 1	 1	 31.36	 23.55	 5.75	 1.97	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 2	 1	 2	 33.24	 22.63	 4.09	 1.93	 stabilize=yes, prune=no, postStabilize=no	
Heart_Disease	 2	 1	 1	 29.05	 24.65	 5.47	 1.55	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 2	 1	 2	 30.95	 23.92	 4.62	 1.43	 stabilize=yes, prune=yes, postStabilize=no	
Heart_Disease	 2	 1	 1	 30.17	 23.06	 5.99	 1.64	 stabilize=yes, prune=yes, postStabilize=yes	
Heart_Disease	 2	 1	 2	 32.06	 23.15	 4.27	 1.44	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 2	 1	 1	 13.41	 4.23	 1.69	 1.86	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 2	 1	 2	 13.71	 6.76	 2.30	 1.86	 stabilize=no, prune=no, postStabilize=no	
Hepatitis	 2	 1	 1	 13.85	 4.22	 1.79	 1.87	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 2	 1	 2	 14.49	 7.20	 2.58	 1.91	 stabilize=yes, prune=no, postStabilize=no	
Hepatitis	 2	 1	 1	 11.86	 4.49	 2.11	 1.53	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 2	 1	 2	 12.61	 6.13	 2.34	 1.50	 stabilize=yes, prune=yes, postStabilize=no	
Hepatitis	 2	 1	 1	 11.38	 4.52	 2.07	 1.47	 stabilize=yes, prune=yes, postStabilize=yes	
Hepatitis	 2	 1	 2	 12.35	 6.11	 2.37	 1.51	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 2	 1	 1	 58.50	 42.73	 13.15	 1.97	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 2	 1	 2	 43.10	 34.60	 6.23	 1.03	 stabilize=no, prune=no, postStabilize=no	
Ionosphere	 2	 1	 1	 62.11	 45.38	 12.20	 1.99	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 2	 1	 2	 43.29	 35.55	 6.20	 1.01	 stabilize=yes, prune=no, postStabilize=no	
Ionosphere	 2	 1	 1	 56.56	 42.04	 13.37	 1.84	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 2	 1	 2	 42.30	 34.47	 6.57	 1.01	 stabilize=yes, prune=yes, postStabilize=no	
Ionosphere	 2	 1	 1	 57.19	 41.20	 13.03	 1.84	 stabilize=yes, prune=yes, postStabilize=yes	
Ionosphere	 2	 1	 2	 42.60	 33.63	 6.25	 1.02	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 2	 1	 1	 8.79	 3.82	 1.63	 1.56	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 2	 1	 2	 7.12	 3.52	 1.49	 1.28	 stabilize=no, prune=no, postStabilize=no	
Labor_Relations	 2	 1	 1	 9.20	 4.08	 1.58	 1.63	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 2	 1	 2	 7.32	 3.57	 1.43	 1.24	 stabilize=yes, prune=no, postStabilize=no	
Labor_Relations	 2	 1	 1	 7.43	 3.57	 1.52	 1.14	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 2	 1	 2	 7.16	 3.75	 1.47	 1.11	 stabilize=yes, prune=yes, postStabilize=no	
Labor_Relations	 2	 1	 1	 7.59	 3.59	 1.61	 1.18	 stabilize=yes, prune=yes, postStabilize=yes	
Labor_Relations	 2	 1	 2	 7.15	 3.69	 1.61	 1.10	 stabilize=yes, prune=yes, postStabilize=yes	
Liver_Disorders	 2	 1	 1	 13.69	 5.75	 3.72	 1.99	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 2	 1	 2	 11.52	 4.61	 2.11	 1.89	 stabilize=no, prune=no, postStabilize=no	
Liver_Disorders	 2	 1	 1	 14.87	 6.21	 3.39	 2.00	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 2	 1	 2	 12.35	 4.75	 2.19	 1.94	 stabilize=yes, prune=no, postStabilize=no	
Liver_Disorders	 2	 1	 1	 12.18	 4.87	 3.01	 1.76	 stabilize=yes, prune=yes, postStabilize=no	
