2.437316667	4554.243271
4.874816667	2283.424393
7.27815	2106.329237
9.673233333	2039.686815
12.14851667	2003.768285
14.55876667	1981.687023
16.98681667	1966.960572
19.39123333	1956.219295
21.88298333	1947.798719
24.31165	1940.960294
26.85875	1935.407307
29.309	1930.582324
31.7848	1926.485021
34.23298333	1922.650819
36.65393333	1919.441999
39.13478333	1916.827592
41.60535	1914.446319
44.1284	1912.068899
46.57045	1910.005999
48.92013333	1908.205825
51.28618333	1906.547286
53.79731667	1904.983465
56.05071667	1903.450076
58.37651667	1901.913584
60.59638333	1900.364575
62.94688333	1898.994846
65.27853333	1897.82351
67.70935	1896.791512
70.19148333	1895.828342
72.51666667	1894.869759
74.9533	1893.92986
77.35251667	1893.004614
79.72811667	1892.098908
82.16456667	1891.195214
84.5785	1890.37783
87.10855	1889.639614
89.47615	1888.92784
91.78046667	1888.269672
94.12786667	1887.677276
96.62046667	1887.120455
99.00788333	1886.581815
101.3817	1886.064659
103.7013833	1885.555289
106.1346333	1885.031822
108.54615	1884.543988
110.7832333	1884.104715
112.9013333	1883.700409
115.35915	1883.308627
117.7413833	1882.88973
120.1573167	1882.458771
