3.314833333	8461.166165
4.60905	6202.144892
5.919266667	4056.505749
7.248866667	3131.724168
8.5693	2708.538349
9.916333333	2481.594
11.259	2345.151645
12.58305	2255.797769
13.91593333	2193.051616
15.2536	2146.490108
16.5949	2110.923247
17.93316667	2083.439784
19.27615	2061.479221
20.5991	2043.321787
21.93236667	2028.073493
23.26186667	2015.063362
24.57696667	2003.628803
25.9061	1993.501139
27.24905	1984.681785
28.59918333	1976.819965
29.9341	1969.84576
31.27893333	1963.680233
32.59551667	1958.301482
33.9201	1953.508698
35.23243333	1949.133584
36.56	1945.218596
37.90603333	1941.664065
39.23285	1938.331296
40.56055	1935.207487
41.91738333	1932.414724
43.24326667	1929.835611
44.57226667	1927.361882
45.90085	1925.019716
47.23491667	1922.743179
48.59611667	1920.506652
49.93968333	1918.432504
51.30321667	1916.616749
52.64383333	1914.912723
53.98231667	1913.276321
55.33053333	1911.640603
56.67756667	1910.040503
58.03648333	1908.524906
59.35698333	1907.038264
60.68883333	1905.543893
62.02193333	1904.143404
63.35438333	1902.795475
64.67191667	1901.512475
65.99941667	1900.284512
67.33703333	1899.098502
68.69393333	1897.979887
70.05171667	1896.921962
71.38703333	1895.805404
72.74075	1894.521089
74.09571667	1893.350289
75.44181667	1892.270116
76.77461667	1891.277038
78.1293	1890.295446
79.48706667	1889.368727
80.8209	1888.384938
82.1515	1887.370687
83.49888333	1886.417306
84.8658	1885.559484
86.24623333	1884.776173
87.57918333	1884.02669
88.91053333	1883.27192
90.26943333	1882.521825
91.6016	1881.842778
92.93081667	1881.209034
94.26421667	1880.581951
95.6189	1879.930013
96.94688333	1879.275969
98.29668333	1878.541088
99.66636667	1877.882473
101.0487	1877.302501
102.4269167	1876.736741
103.7742167	1876.13011
105.12135	1875.520595
106.4931833	1874.94089
107.83915	1874.426108
109.2104	1873.923746
110.5901	1873.429795
111.9590167	1872.955351
113.3079333	1872.507576
114.6534167	1872.071353
115.9850167	1871.63711
117.3264833	1871.190478
118.6678333	1870.67323
120.0237	1870.119731
